,idx,code,reaction,ea
1,342,203,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[O:5][C@@:6]21[H:11]>>[N:1]1=[C:2]([H:8])[C@@:6]2([H:11])[C@@:4]([H:10])([C:3]1([H:7])[H:9])[O:5]2,57.198661573272
2,343,203,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[O:5][C@@:6]21[H:11]>>[N:1](=[C:2]([C:3](=[C:4](/[C:6](=[O:5])[H:11])[H:10])\[H:9])/[H:8])\[H:7],33.6772540082022
3,344,203,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[O:5][C@@:6]21[H:11]>>[N:1]1([H:7])[C@@:2]2([H:8])[C:3]([H:9])=[C:4]([H:10])[O:5][C@@:6]12[H:11],46.1395069059193
4,345,203,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[O:5][C@@:6]21[H:11]>>[N:1]1([H:7])[C:2]([H:8])=[C:6]([H:11])[O:5][C:4]([H:10])=[C:3]1[H:9],46.7404738680818
0,346,204,[O:1]([C:2]([C:3](=[O:4])[C:5](=[O:6])[H:10])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C:3]([O:4][H:7])([C:5](=[O:6])[H:10])[H:9])[H:8],35.2378682595608
0,347,205,[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12])[H:7]>>[O:1]=[C:2]([C@@:6]1([H:12])[C:3]([H:7])([H:9])[C:4]([H:10])([H:11])[O:5]1)[H:8],58.63580759852221
1,348,205,[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12])[H:7]>>[O:1]([C@@:2]([C:3](=[C:4]([H:10])[H:11])[H:9])([C:6](=[O:5])[H:12])[H:8])[H:7],18.2094383160938
2,349,205,[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12])[H:7]>>[O:1]=[C:2](/[C:6](=[C:3](\[C:4]([O:5][H:7])([H:10])[H:11])[H:9])[H:12])[H:8],37.564608199127896
0,350,206,[C:1]([O:2][C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:3]([C:6](=[C:5]=[C:4]([H:12])[H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],56.769192930424005
0,351,207,[O:1]=[C:2]([C:3]([N:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:8])[H:9])[H:7]>>[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[C:5]([N:4]=[C:6]([H:12])[H:13])([H:10])[H:11],59.3949656989619
1,352,207,[O:1]=[C:2]([C:3]([N:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:8])[H:9])[H:7]>>[C:3](=[N:4][C:6]([C:5]([H:7])([H:10])[H:11])([H:12])[H:13])([H:8])[H:9].[O+:1]#[C-:2],41.1881707832336
0,353,208,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[O:5]1>>[C:3](=[C:4]([H:8])[H:9])([H:6])[H:7].[O:1]=[C:2]=[O:5],31.2068928803305
0,354,209,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:6][C:5]([H:13])=[N:4]1)([H:7])([H:8])[H:9],34.8666222238123
1,355,209,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]([H:11])[H:12])/[N:4]=[C:5](\[O:6][H:10])[H:13])([H:7])([H:8])[H:9],44.1500226424893
2,356,209,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([N:4]=[C:5]=[O:6])[H:10])([H:7])([H:8])[H:9],49.6756214979498
3,357,209,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]=[C:5]([H:13])[O:6]1)([H:7])([H:8])[H:9],30.7680233630035
4,358,209,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[C:2]([H:8])([H:10])[C:3]([H:11])([H:12])[N:4]=[C:5]([H:13])[O:6]1,56.0648684867687
5,359,209,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[C:3](\[N:4]=[C:5](/[O:6][H:12])[H:13])[H:11])[H:10])([H:7])([H:8])[H:9],38.525076563122894
0,360,210,[O:1]([C:2]1=[C:3]([H:8])[N:4]([H:9])[N:5]=[N:6]1)[H:7]>>[O:1]([C:2]1=[N:6][N:5]([H:9])[N:4]=[C:3]1[H:8])[H:7],41.3720392271952
0,361,211,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[C:6][H:8])[H:7]>>[O:1]=[C:2]([C:6](=[C:5]=[C:3]=[O:4])[H:8])[H:7],43.5481895254826
1,362,211,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[C:6][H:8])[H:7]>>[C:3](=[O:4])=[C:5]=[C:6]([H:7])[H:8].[O+:1]#[C-:2],22.2225225368812
0,363,212,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[C:5]([H:10])([H:11])[C@@:6]12[H:12]>>[O:1]=[C:2]=[C:6]([C:5]([C:4](=[C:3]([H:7])[H:8])[H:9])([H:10])[H:11])[H:12],18.7000391590641
0,364,213,[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([O:4][H:13])[C:5]([O:6][H:16])([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:4])[C:5]([O:6][H:13])([H:14])[H:15])([H:7])([H:8])[H:9].[C:3]([H:10])([H:11])([H:12])[H:16],54.0219108555414
1,365,213,[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([O:4][H:13])[C:5]([O:6][H:16])([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:5](=[O:6])[H:14])[H:15])([H:7])([H:8])[H:9].[O:4]([H:13])[H:16],47.8443007957726
0,366,214,[C:1]([O:2][C:3]([C:4]#[C:5][H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1](=[O:2])([H:7])[H:8].[C:3](=[C:4]=[C:5]([H:6])[H:11])([H:9])[H:10],30.3149335740825
1,367,214,[C:1]([O:2][C:3]([C:4]#[C:5][H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([O:2][C:5](=[C:4]=[C:3]([H:9])[H:10])[H:11])([H:6])([H:7])[H:8],56.945751043425396
0,368,215,[O:1]([C:2]1=[N:3][O:4][C:5]([H:8])=[N:6]1)[H:7]>>[O:1]=[C:2]1[N:3]([H:7])[O:4][C:5]([H:8])=[N:6]1,46.44545905159461
0,369,216,[N:1]([C:2](=[O:3])[N:4](/[C:5](=[N:6]/[H:11])[H:10])[H:9])([H:7])[H:8]>>[N:1]([C:2](=[O:3])/[N:4]=[C:5](/[N:6]([H:9])[H:11])[H:10])([H:7])[H:8],36.5469771573815
0,370,217,[N:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:11])([H:9])[H:10])([H:7])[H:8]>>[C:4](=[C:5]=[C:6]([H:8])[H:11])([H:9])[H:10].[N:1](=[C:2]=[O:3])[H:7],38.2404126971904
0,371,218,[O:1]=[C:2]([C:3]([O:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C:3]([H:7])([H:8])[H:9])[O:6][C:5](=[O:4])[H:10],56.984905196013614
0,372,219,[C:1]([C:2]1=[C:3]([H:10])[O:4][N:5]=[C:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([C:3](=[O:4])[H:10])([C:6]#[N:5])[H:11])([H:7])([H:8])[H:9],52.3425377086298
1,373,219,[C:1]([C:2]1=[C:3]([H:10])[O:4][N:5]=[C:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3](=[O:4])[H:10])=[C:6]=[N:5][H:11])([H:7])([H:8])[H:9],50.927608680023496
0,374,220,[O:1]=[C:2]1[O:3][C@@:4]2([H:7])[C:5]([H:8])([H:9])[C@@:6]12[H:10]>>[O+:1]#[C-:2].[O:3]=[C:4]([C:6](=[C:5]([H:8])[H:9])[H:10])[H:7],43.366738060968295
1,375,220,[O:1]=[C:2]1[O:3][C@@:4]2([H:7])[C:5]([H:8])([H:9])[C@@:6]12[H:10]>>[O:1]=[C:2]=[C:6]([C:5]([C:4](=[O:3])[H:7])([H:8])[H:9])[H:10],17.2971439551967
2,376,220,[O:1]=[C:2]1[O:3][C@@:4]2([H:7])[C:5]([H:8])([H:9])[C@@:6]12[H:10]>>[C:4]1([H:7])=[C:6]([H:10])[C:5]1([H:8])[H:9].[O:1]=[C:2]=[O:3],39.169920093639796
0,377,221,[C:1]([C@@:2]([C:3]([O:4][H:13])([H:11])[H:12])([C:5](=[O:6])[H:14])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9].[O:4]([C:5](=[O:6])[H:14])[H:13],47.172902935322895
0,378,222,[O:1]([C:2]1([H:7])[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11])[H:6]>>[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[H:6].[O:4]=[C:5]([H:10])[H:11],52.9651702185116
1,379,222,[O:1]([C:2]1([H:7])[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11])[H:6]>>[O:1]1[C@@:2]([C:5]([O:4][H:6])([H:10])[H:11])([H:7])[C:3]1([H:8])[H:9],57.564222925174505
0,380,223,[C:1]([C:2]([C@@:3]1([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:7])([H:15])[H:16])=[O:6],59.926104857722905
0,381,224,[O:1]([C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[O:5]1)([H:7])[H:8])[H:6]>>[O:1]=[C:2]([C:3]([C:4]([O:5][H:6])([H:10])[H:11])([H:8])[H:9])[H:7],40.55205001190271
0,382,225,[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([O:4][H:13])[C:5](=[O:6])[H:14])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:4])[C@:5]([C:3]([H:10])([H:11])[H:12])([O:6][H:13])[H:14])([H:7])([H:8])[H:9],35.1369830091924
0,383,226,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C:3]([C:4]([C:5]([O:6][H:7])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:8],43.402844637818795
1,384,226,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:8])[H:9])[H:7]>>[C:4](=[C:5]([H:13])[H:14])([H:11])[H:12].[O:1]([C:2]([C:3](=[O:6])[H:10])([H:8])[H:9])[H:7],52.423503416988
0,385,227,[C:1]1([H:6])([H:7])[C:2]2([H:8])[C:3]([H:9])([H:10])[C:4]1([H:11])[C:5]2([H:12])[H:13]>>[C:1](=[C:4]([C:3]([C:2](=[C:5]([H:12])[H:13])[H:8])([H:9])[H:10])[H:11])([H:6])[H:7],55.018705512295
0,386,228,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[N:4]2[C:5]([H:11])([H:12])[C@@:6]12[H:13])[H:7]>>[O:1](/[C:2](=[C:6](/[C:5]([N:4]=[C:3]([H:9])[H:10])([H:11])[H:12])[H:13])[H:8])[H:7],29.17243160242381
1,387,228,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[N:4]2[C:5]([H:11])([H:12])[C@@:6]12[H:13])[H:7]>>[O:1]=[C:2]([C:6]([C:5]([N:4]=[C:3]([H:9])[H:10])([H:11])[H:12])([H:7])[H:13])[H:8],57.2695957016043
0,388,229,[C:1]([C:2]1=[N:3][C:4]([H:10])=[N:5][O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]=[C:4]=[N:5][H:10])=[O:6])([H:7])([H:8])[H:9],44.4930928294334
0,389,230,[C:1]([C:2]([C@@:3]1([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:7])[H:9].[C:3](=[O:4])([C:5]([C:6]([H:14])([H:15])[H:16])([H:8])[H:13])[H:12],59.603020717926704
1,390,230,[C:1]([C:2]([C@@:3]1([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:5]([C:3](=[O:4])[H:12])([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],50.60083541429361
2,391,230,[C:1]([C:2]([C@@:3]1([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5](=[C:6]([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],54.0041937862682
3,392,230,[C:1]([C:2]([C@@:3]1([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[C:3](/[C@@:5]([O:4][H:10])([C:6]([H:14])([H:15])[H:16])[H:13])[H:12])[H:11])([H:7])([H:8])[H:9],53.669315754936704
0,393,231,[N:1]#[C:2][C:3]([C@@:4]1([H:9])[C:5]([H:10])([H:11])[O:6]1)([H:7])[H:8]>>[N:1]#[C:2]/[C:3](=[C:4](/[C:5]([O:6][H:7])([H:10])[H:11])[H:9])[H:8],49.6669403136821
0,394,232,[C:1]1([H:6])([H:7])[C:2]([H:8])([H:9])[O:3][C:4]([H:10])([H:11])[O:5]1>>[C:1]([C:2]([H:7])([H:8])[H:9])(=[O:5])[H:6].[O:3]=[C:4]([H:10])[H:11],56.15550169290461
0,395,233,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[O:3][C:4]([H:10])=[N:5][C@@:6]12[H:11]>>[C:1](=[C:2](/[C:6](=[N:5]\[C:4](=[O:3])[H:10])[H:11])[H:9])([H:7])[H:8],34.5101464452117
1,396,233,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[O:3][C:4]([H:10])=[N:5][C@@:6]12[H:11]>>[C:1](=[C:6]([C:2](=[O:3])[H:9])[H:11])([H:7])[H:8].[C:4](#[N:5])[H:10],50.8710356342038
0,397,234,[O:1]=[C:2]1[N:3]([H:7])[C:4]([H:8])=[N:5][O:6]1>>[N:3]([C:4]#[N:5])([H:7])[H:8].[O:1]=[C:2]=[O:6],48.3903157661384
1,398,234,[O:1]=[C:2]1[N:3]([H:7])[C:4]([H:8])=[N:5][O:6]1>>[N:3](=[C:4]=[N:5][H:8])[H:7].[O:1]=[C:2]=[O:6],48.370834737197505
0,399,235,[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[C:4](=[C:5]([H:15])[H:16])([H:13])[H:14],54.8406792813836
0,400,236,[O:1]=[C:2]([C:3](=[O:4])[C:5](=[O:6])[H:8])[H:7]>>[C-:3]#[O+:4].[O:1]=[C:2]([C:5](=[O:6])[H:8])[H:7],35.5602938530076
0,401,237,[C:1]([C:2]#[C:3][C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]=[C:3]=[C:4]([C:5]([O:6][H:8])([H:11])[H:12])[H:10])([H:7])[H:9],50.880287535572215
1,402,237,[C:1]([C:2]#[C:3][C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]#[C:3][C:5]([C:4](=[O:6])[H:10])([H:11])[H:12])([H:7])([H:8])[H:9],58.3326888115843
0,403,238,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[C@:6]23[H:14]>>[C:1]1([H:7])([H:8])[C@:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:9])[C:6]([H:14])=[C:5]1[H:13],47.4468401588827
0,404,239,[O:1]([C@:2]12[C:3]([H:8])([H:9])[C@@:4]1([H:10])[O:5][C:6]2([H:11])[H:12])[H:7]>>[O:1]([C:2]1=[C:3]([H:9])[C:4]([H:8])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7],58.8891194683854
1,405,239,[O:1]([C@:2]12[C:3]([H:8])([H:9])[C@@:4]1([H:10])[O:5][C:6]2([H:11])[H:12])[H:7]>>[O:1]=[C:2]1[C@:4]([C:3]([H:7])([H:8])[H:9])([H:10])[O:5][C:6]1([H:11])[H:12],55.784633444841496
2,406,239,[O:1]([C@:2]12[C:3]([H:8])([H:9])[C@@:4]1([H:10])[O:5][C:6]2([H:11])[H:12])[H:7]>>[H:7][H:12].[O:1]=[C:2]=[C:6]([O:5][C:4](=[C:3]([H:8])[H:9])[H:10])[H:11],59.7323559867694
0,407,240,[O:1]([C:2]([C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C@@:4]([O:6][H:7])([H:12])[C:5]1([H:13])[H:14],45.1280809847048
1,408,240,[O:1]([C:2]([C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:8])[H:9])[H:7]>>[C:3](=[C:4]([C:5]([O:6][H:7])([H:13])[H:14])[H:12])([H:10])[H:11].[O:1]=[C:2]([H:8])[H:9],27.10594581641429
0,409,241,[N:1]([C:2]1=[N:3][O:4][N:5]=[N:6]1)([H:7])[H:8]>>[N:1]([C:2]#[N+:3][O-:4])([H:7])[H:8].[N:5]#[N:6],4.5142294666466505
1,410,241,[N:1]([C:2]1=[N:3][O:4][N:5]=[N:6]1)([H:7])[H:8]>>[N:1]([C:2]#[N:3])([H:7])[H:8].[O:4]=[N+:5]=[N-:6],25.4939461778675
0,411,242,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4](=[O:5])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9].[C:4](=[O:5])=[O:6],27.7048727193256
0,412,243,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1]=[C:2]([C:3]([C:4]([C:5](=[O:6])[H:12])([H:7])[H:11])([H:9])[H:10])[H:8],31.865476483859602
1,413,243,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:6][C:5]([H:12])=[C:4]1[H:11])[H:7],41.033798448894
2,414,243,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])=[C:5]([H:12])[O:6]1)[H:7],25.4095363487373
3,415,243,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1]([C@@:2]([C:3]([H:9])([H:10])[H:12])([C:4](=[C:5]=[O:6])[H:11])[H:8])[H:7],45.45001907573529
4,416,243,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1](/[C:2](=[C:3]([C:4](=[C:5](/[O:6][H:10])[H:12])\[H:11])/[H:9])[H:8])[H:7],26.328906355593706
5,417,243,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1](/[C:2](=[C:4](/[C:3]([H:9])([H:10])[H:11])[C:5](=[O:6])[H:12])[H:8])[H:7],59.29347030525111
0,418,244,[N:1]([C:2]1=[C:3]([H:9])[C:4]([H:10])=[N:5][N:6]1[H:11])([H:7])[H:8]>>[N:1]([C:2]1=[N:6][N:5]([H:11])[C:4]([H:10])=[C:3]1[H:9])([H:7])[H:8],40.8474214103166
0,419,245,[C:1]([C:2]([C@@:3]([O:4][H:13])([C:5]#[C:6][H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3](=[C:5]=[C:6]([O:4][H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],57.4015289381711
0,420,246,[C:1]([N:2]([C:3](=[O:4])[C:5]#[C:6][H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:6](=[C:5]=[C:3]=[O:4])[H:11])[H:10])([H:7])([H:8])[H:9],57.5703990549812
0,421,247,[C:1]([C:2]1=[N:3][O:4][C:5]([H:10])=[N:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]#[N:3])([H:7])([H:8])[H:9].[O:4]=[C:5]=[N:6][H:10],52.8789858642878
1,422,247,[C:1]([C:2]1=[N:3][O:4][C:5]([H:10])=[N:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:3]=[C:2]=[N:6][C:5](=[O:4])[H:10])([H:7])([H:8])[H:9],46.2152994348324
0,423,248,[O:1]=[C:2]([C@@:3]1([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10])[H:6]>>[O-:1][C:2](=[C:3]([N:5]([C+:4]([H:8])[H:9])[H:10])[H:7])[H:6],31.5162107066548
0,424,249,[C:1]([C:2]1([O:3][H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([C:4]([O:5][H:10])([H:11])[H:12])[O:3][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],57.506458215853606
1,425,249,[C:1]([C:2]1([O:3][H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][H:10])=[C:6]([H:13])[H:14])([H:7])([H:8])[H:9].[C:4](=[O:5])([H:11])[H:12],59.241714608761995
0,426,250,[C:1]([C:2](/[N:3]=[C:4](/[O:5][C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([C:4](=[O:5])[H:12])[C:6]([H:13])([H:14])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9],44.103132087421294
0,427,251,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([N:6]([C:5]([C:4](=[C:3]([H:8])[H:9])[H:10])([H:11])[H:12])[H:13])[H:7],41.3144870904263
0,428,252,[C:1]1([H:7])([H:8])[O:2][C@:3]1([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:9]>>[C:1]([O:2][H:10])(/[C:3](=[C:4]1\[C:5]([H:11])([H:12])[O:6]1)[H:9])([H:7])[H:8],59.8472744057799
1,429,252,[C:1]1([H:7])([H:8])[O:2][C@:3]1([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:9]>>[C:1]1([H:7])([H:8])[O:2][C@:4]2([H:10])[C@@:3]1([H:9])[O:6][C:5]2([H:11])[H:12],59.4510658342681
0,430,253,[C:1]([C:2]([C:3]1([H:12])[C:4]([H:13])([H:14])[O:5][C:6]1([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3](=[C:6]([H:15])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4](=[O:5])([H:13])[H:14],56.9179799896844
0,431,254,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C@@:5]1([H:14])[O:6]2>>[C:1](=[C:5]([C:4]([C:3]([C:2](=[O:6])[H:9])([H:10])[H:11])([H:12])[H:13])[H:14])([H:7])[H:8],41.9130919273857
0,432,255,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:6])[H:10])([H:7])([H:8])[H:9].[O:3]=[C:4]([C:5]([H:11])([H:13])[H:14])[H:12],54.9854640128785
1,433,255,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:6])[H:10])([H:7])([H:8])[H:9].[O:3]=[C:4]([C:5]([H:11])([H:13])[H:14])[H:12],54.9801362019176
0,434,256,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12]>>[C:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[H:10])([H:9])[C:6]([H:12])=[C:5]1[H:11],26.897925620398503
1,435,256,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12]>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[C@@:6]2([H:12])[O:4][C@@:5]12[H:11],41.5025694586375
2,436,256,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]([H:10])([O+:4]=[C-:5]1)[C:6]2([H:11])[H:12],58.6582296341882
3,437,256,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12]>>[C:1](=[C:2]([C@@:3]1([H:10])[O:4][C:5]([H:11])=[C:6]1[H:12])[H:9])([H:7])[H:8],40.8098518162105
