idx,code,reaction
1117,488,[Br:1][C:2]1=[C:3]([Br:4])[C:5]2([H:18])[C:6]([H:19])=[C:7]([H:20])[C:8]1([H:21])[O:9]2.[C:10]([C:11]#[N+:12][N-:13][C:14](=[O:15])[N:16]([C:17]([H:26])([H:27])[H:28])[H:25])([H:22])([H:23])[H:24]>>[Br:1][C:2]1=[C:3]([Br:4])[C:5]2([H:18])[C:6]3([H:19])[C:7]([H:20])([C:8]1([H:21])[O:9]2)[N:13]([C:14](=[O:15])[N:16]([C:17]([H:26])([H:27])[H:28])[H:25])[N:12]=[C:11]3[C:10]([H:22])([H:23])[H:24]
1118,489,[C:16]([C-:17]1[O+:18]=[C:19]([C:20]#[N:21])[O:22][C:23]1=[O:24])([H:25])([H:26])[H:27].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:28])[C:12]([H:29])=[C:13]([H:30])[C:14]1([H:31])[O:15]2>>[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:28])[C:12]3([H:29])[C:13]([H:30])([C:14]1([H:31])[O:15]2)[C:17]1([C:16]([H:25])([H:26])[H:27])[O:18][C:19]3([C:20]#[N:21])[O:22][C:23]1=[O:24]
1119,489,[C:16]([C-:17]1[O+:18]=[C:19]([C:20]#[N:21])[O:22][C:23]1=[O:24])([H:25])([H:26])[H:27].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:28])[C:12]([H:29])=[C:13]([H:30])[C:14]1([H:31])[O:15]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([C:11]3([H:28])[C:12]([H:29])=[C:13]([H:30])[C:14]1([H:31])[O:15]3)[C:17]1([C:16]([H:25])([H:26])[H:27])[O:18][C:19]2([C:20]#[N:21])[O:22][C:23]1=[O:24]
1120,490,[C:1]([C:2]#[C:3][C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])([H:25])([H:26])[H:27].[C:8]([N:9]([C:10](=[O:11])[C:12]([C:13]#[N:14])=[O+:15][C-:16]([C:17](=[O:18])[N:19]([C:20]([H:37])([H:38])[H:39])[H:36])[C:21](=[O:22])[O:23][C:24]([H:40])([H:41])[H:42])[H:35])([H:32])([H:33])[H:34]>>[C:1]([C:2]1=[C:3]([C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])[C:16]([C:17](=[O:18])[N:19]([C:20]([H:37])([H:38])[H:39])[H:36])([C:21](=[O:22])[O:23][C:24]([H:40])([H:41])[H:42])[O:15][C:12]1([C:10]([N:9]([C:8]([H:32])([H:33])[H:34])[H:35])=[O:11])[C:13]#[N:14])([H:25])([H:26])[H:27]
1121,490,[C:1]([C:2]#[C:3][C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])([H:25])([H:26])[H:27].[C:8]([N:9]([C:10](=[O:11])[C:12]([C:13]#[N:14])=[O+:15][C-:16]([C:17](=[O:18])[N:19]([C:20]([H:37])([H:38])[H:39])[H:36])[C:21](=[O:22])[O:23][C:24]([H:40])([H:41])[H:42])[H:35])([H:32])([H:33])[H:34]>>[C:1]([C:2]1=[C:3]([C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])[C:12]([C:10]([N:9]([C:8]([H:32])([H:33])[H:34])[H:35])=[O:11])([C:13]#[N:14])[O:15][C:16]1([C:17](=[O:18])[N:19]([C:20]([H:37])([H:38])[H:39])[H:36])[C:21](=[O:22])[O:23][C:24]([H:40])([H:41])[H:42])([H:25])([H:26])[H:27]
1122,491,[C:1]([N:2]([C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8])[H:28])([H:25])([H:26])[H:27].[C:9]([N:10]([C:11](=[O:12])[C-:13]([C:14]([C:15]([H:33])([H:34])[H:35])=[O:16])[N+:17]([C:18]([H:36])([H:37])[H:38])=[C:19]([C:20]([H:39])([H:40])[H:41])[C:21](=[O:22])[O:23][C:24]([H:42])([H:43])[H:44])[H:32])([H:29])([H:30])[H:31]>>[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[C:13]([C:11]([N:10]([C:9]([H:29])([H:30])[H:31])[H:32])=[O:12])([C:14]([C:15]([H:33])([H:34])[H:35])=[O:16])[N:17]([C:18]([H:36])([H:37])[H:38])[C:19]1([C:20]([H:39])([H:40])[H:41])[C:21](=[O:22])[O:23][C:24]([H:42])([H:43])[H:44])[H:28])([H:25])([H:26])[H:27]
1123,491,[C:1]([N:2]([C:3](=[O:4])[C:5]#[C:6][C:7]#[N:8])[H:28])([H:25])([H:26])[H:27].[C:9]([N:10]([C:11](=[O:12])[C-:13]([C:14]([C:15]([H:33])([H:34])[H:35])=[O:16])[N+:17]([C:18]([H:36])([H:37])[H:38])=[C:19]([C:20]([H:39])([H:40])[H:41])[C:21](=[O:22])[O:23][C:24]([H:42])([H:43])[H:44])[H:32])([H:29])([H:30])[H:31]>>[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[C:19]([C:20]([H:39])([H:40])[H:41])([C:21](=[O:22])[O:23][C:24]([H:42])([H:43])[H:44])[N:17]([C:18]([H:36])([H:37])[H:38])[C:13]1([C:11]([N:10]([C:9]([H:29])([H:30])[H:31])[H:32])=[O:12])[C:14]([C:15]([H:33])([H:34])[H:35])=[O:16])[H:28])([H:25])([H:26])[H:27]
1124,492,[C:12]([N:13]([C:14](=[O:15])[C-:16]([C:17]#[N:18])[N+:19]([C:20]([H:29])([H:30])[H:31])=[C:21]([C:22]([C:23]([H:33])([H:34])[H:35])=[O:24])[H:32])[H:28])([H:25])([H:26])[H:27].[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([H:40])[C:7]2([H:41])[C:8]([H:42])([H:43])[C:9]([H:44])([H:45])[C:10]1([H:46])[C:11]2([H:47])[H:48])[H:39])([H:36])([H:37])[H:38]>>[C:1]([N:2]([C:3](=[O:4])[C:5]12[C:6]([H:40])([C:7]3([H:41])[C:8]([H:42])([H:43])[C:9]([H:44])([H:45])[C:10]1([H:46])[C:11]3([H:47])[H:48])[C:16]([C:14]([N:13]([C:12]([H:25])([H:26])[H:27])[H:28])=[O:15])([C:17]#[N:18])[N:19]([C:20]([H:29])([H:30])[H:31])[C:21]2([C:22]([C:23]([H:33])([H:34])[H:35])=[O:24])[H:32])[H:39])([H:36])([H:37])[H:38]
1125,492,[C:12]([N:13]([C:14](=[O:15])[C-:16]([C:17]#[N:18])[N+:19]([C:20]([H:29])([H:30])[H:31])=[C:21]([C:22]([C:23]([H:33])([H:34])[H:35])=[O:24])[H:32])[H:28])([H:25])([H:26])[H:27].[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([H:40])[C:7]2([H:41])[C:8]([H:42])([H:43])[C:9]([H:44])([H:45])[C:10]1([H:46])[C:11]2([H:47])[H:48])[H:39])([H:36])([H:37])[H:38]>>[C:1]([N:2]([C:3](=[O:4])[C:5]12[C:6]([H:40])([C:7]3([H:41])[C:8]([H:42])([H:43])[C:9]([H:44])([H:45])[C:10]1([H:46])[C:11]3([H:47])[H:48])[C:21]([C:22]([C:23]([H:33])([H:34])[H:35])=[O:24])([H:32])[N:19]([C:20]([H:29])([H:30])[H:31])[C:16]2([C:14]([N:13]([C:12]([H:25])([H:26])[H:27])[H:28])=[O:15])[C:17]#[N:18])[H:39])([H:36])([H:37])[H:38]
1126,493,[C:1](=[C:2]([C:3](=[O:4])[O:5][C:6]([H:29])([H:30])[H:31])[H:28])([H:26])[H:27].[C:7]([C:8](=[O:9])[C:10]([C:11]1=[C:12]([H:35])[C:13]([H:36])=[C:14]([H:37])[C:15]([H:38])=[C:16]1[H:39])=[N+:17]([C:18]([H:40])([H:41])[H:42])[C-:19]([C:20]1=[C:21]([H:44])[C:22]([H:45])=[C:23]([H:46])[C:24]([H:47])=[C:25]1[H:48])[H:43])([H:32])([H:33])[H:34]>>[C:1]1([H:26])([H:27])[C:2]([C:3](=[O:4])[O:5][C:6]([H:29])([H:30])[H:31])([H:28])[C:10]([C:8]([C:7]([H:32])([H:33])[H:34])=[O:9])([C:11]2=[C:12]([H:35])[C:13]([H:36])=[C:14]([H:37])[C:15]([H:38])=[C:16]2[H:39])[N:17]([C:18]([H:40])([H:41])[H:42])[C:19]1([C:20]1=[C:21]([H:44])[C:22]([H:45])=[C:23]([H:46])[C:24]([H:47])=[C:25]1[H:48])[H:43]
1127,493,[C:1](=[C:2]([C:3](=[O:4])[O:5][C:6]([H:29])([H:30])[H:31])[H:28])([H:26])[H:27].[C:7]([C:8](=[O:9])[C:10]([C:11]1=[C:12]([H:35])[C:13]([H:36])=[C:14]([H:37])[C:15]([H:38])=[C:16]1[H:39])=[N+:17]([C:18]([H:40])([H:41])[H:42])[C-:19]([C:20]1=[C:21]([H:44])[C:22]([H:45])=[C:23]([H:46])[C:24]([H:47])=[C:25]1[H:48])[H:43])([H:32])([H:33])[H:34]>>[C:1]1([H:26])([H:27])[C:2]([C:3](=[O:4])[O:5][C:6]([H:29])([H:30])[H:31])([H:28])[C:19]([C:20]2=[C:21]([H:44])[C:22]([H:45])=[C:23]([H:46])[C:24]([H:47])=[C:25]2[H:48])([H:43])[N:17]([C:18]([H:40])([H:41])[H:42])[C:10]1([C:8]([C:7]([H:32])([H:33])[H:34])=[O:9])[C:11]1=[C:12]([H:35])[C:13]([H:36])=[C:14]([H:37])[C:15]([H:38])=[C:16]1[H:39]
1128,494,[C:19]([C-:20]([N+:21]([C:22]([H:30])([H:31])[H:32])=[C:23]([C:24]#[N:25])[H:33])[H:29])([H:26])([H:27])[H:28].[C:1]([C:2]1([C:3]([H:37])([H:38])[H:39])[C:4]#[C:5][C:6]([C:7]#[N:8])([C:9]2=[C:10]([H:40])[C:11]([H:41])=[C:12]([H:42])[C:13]([H:43])=[C:14]2[H:44])[C:15]([H:45])([H:46])[C:16]([H:47])([H:48])[C:17]([H:49])([H:50])[C:18]1([H:51])[H:52])([H:34])([H:35])[H:36]>>[C:1]([C:2]1([C:3]([H:37])([H:38])[H:39])[C:4]2=[C:5]([C:6]([C:7]#[N:8])([C:9]3=[C:10]([H:40])[C:11]([H:41])=[C:12]([H:42])[C:13]([H:43])=[C:14]3[H:44])[C:15]([H:45])([H:46])[C:16]([H:47])([H:48])[C:17]([H:49])([H:50])[C:18]1([H:51])[H:52])[C:20]([C:19]([H:26])([H:27])[H:28])([H:29])[N:21]([C:22]([H:30])([H:31])[H:32])[C:23]2([C:24]#[N:25])[H:33])([H:34])([H:35])[H:36]
1129,494,[C:19]([C-:20]([N+:21]([C:22]([H:30])([H:31])[H:32])=[C:23]([C:24]#[N:25])[H:33])[H:29])([H:26])([H:27])[H:28].[C:1]([C:2]1([C:3]([H:37])([H:38])[H:39])[C:4]#[C:5][C:6]([C:7]#[N:8])([C:9]2=[C:10]([H:40])[C:11]([H:41])=[C:12]([H:42])[C:13]([H:43])=[C:14]2[H:44])[C:15]([H:45])([H:46])[C:16]([H:47])([H:48])[C:17]([H:49])([H:50])[C:18]1([H:51])[H:52])([H:34])([H:35])[H:36]>>[C:1]([C:2]1([C:3]([H:37])([H:38])[H:39])[C:4]2=[C:5]([C:6]([C:7]#[N:8])([C:9]3=[C:10]([H:40])[C:11]([H:41])=[C:12]([H:42])[C:13]([H:43])=[C:14]3[H:44])[C:15]([H:45])([H:46])[C:16]([H:47])([H:48])[C:17]([H:49])([H:50])[C:18]1([H:51])[H:52])[C:23]([C:24]#[N:25])([H:33])[N:21]([C:22]([H:30])([H:31])[H:32])[C:20]2([C:19]([H:26])([H:27])[H:28])[H:29])([H:34])([H:35])[H:36]
1130,495,[Cl:1][C:2]1=[C:3]([H:26])[C:4]2([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]1([H:30])[O:8]2.[N:9]#[C:10][C:11]#[N+:12][C-:13]([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])[C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40]>>[Cl:1][C:2]12[C:3]([H:26])([C:4]3([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]1([H:30])[O:8]3)[C:13]([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])([C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40])[N:12]=[C:11]2[C:10]#[N:9]
1131,495,[Cl:1][C:2]1=[C:3]([H:26])[C:4]2([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]1([H:30])[O:8]2.[N:9]#[C:10][C:11]#[N+:12][C-:13]([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])[C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40]>>[Cl:1][C:2]1=[C:3]([H:26])[C:4]2([H:27])[C:5]3([H:28])[C:6]([H:29])([C:7]1([H:30])[O:8]2)[C:13]([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])([C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40])[N:12]=[C:11]3[C:10]#[N:9]
1132,495,[Cl:1][C:2]1=[C:3]([H:26])[C:4]2([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]1([H:30])[O:8]2.[N:9]#[C:10][C:11]#[N+:12][C-:13]([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])[C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40]>>[Cl:1][C:2]12[C:3]([H:26])([C:4]3([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]1([H:30])[O:8]3)[C:11]([C:10]#[N:9])=[N:12][C:13]2([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])[C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40]
1133,495,[Cl:1][C:2]1=[C:3]([H:26])[C:4]2([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]1([H:30])[O:8]2.[N:9]#[C:10][C:11]#[N+:12][C-:13]([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])[C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40]>>[Cl:1][C:2]1=[C:3]([H:26])[C:4]2([H:27])[C:5]3([H:28])[C:6]([H:29])([C:7]1([H:30])[O:8]2)[C:11]([C:10]#[N:9])=[N:12][C:13]3([C:14]1=[C:15]([H:31])[C:16]([H:32])=[C:17]([H:33])[C:18]([H:34])=[C:19]1[H:35])[C:20]1=[C:21]([H:36])[C:22]([H:37])=[C:23]([H:38])[C:24]([H:39])=[C:25]1[H:40]
1134,496,[C:10]([N:11]([C:12](=[O:13])[C-:14]([N+:15](=[C:16]([C:17](=[O:18])[O:19][C:20]([H:31])([H:32])[H:33])[H:30])[H:29])[C:21](=[O:22])[N:23]([C:24]([H:35])([H:36])[H:37])[H:34])[H:28])([H:25])([H:26])[H:27].[F:1][C:2]1=[C:3]([F:4])[C:5]2([H:38])[C:6]([H:39])=[C:7]([H:40])[C:8]1([H:41])[O:9]2>>[F:1][C:2]1=[C:3]([F:4])[C:5]2([H:38])[C:6]3([H:39])[C:7]([H:40])([C:8]1([H:41])[O:9]2)[C:14]([C:12]([N:11]([C:10]([H:25])([H:26])[H:27])[H:28])=[O:13])([C:21](=[O:22])[N:23]([C:24]([H:35])([H:36])[H:37])[H:34])[N:15]([H:29])[C:16]3([C:17](=[O:18])[O:19][C:20]([H:31])([H:32])[H:33])[H:30]
1135,496,[C:10]([N:11]([C:12](=[O:13])[C-:14]([N+:15](=[C:16]([C:17](=[O:18])[O:19][C:20]([H:31])([H:32])[H:33])[H:30])[H:29])[C:21](=[O:22])[N:23]([C:24]([H:35])([H:36])[H:37])[H:34])[H:28])([H:25])([H:26])[H:27].[F:1][C:2]1=[C:3]([F:4])[C:5]2([H:38])[C:6]([H:39])=[C:7]([H:40])[C:8]1([H:41])[O:9]2>>[F:1][C:2]12[C:3]([F:4])([C:5]3([H:38])[C:6]([H:39])=[C:7]([H:40])[C:8]1([H:41])[O:9]3)[C:14]([C:12]([N:11]([C:10]([H:25])([H:26])[H:27])[H:28])=[O:13])([C:21](=[O:22])[N:23]([C:24]([H:35])([H:36])[H:37])[H:34])[N:15]([H:29])[C:16]2([C:17](=[O:18])[O:19][C:20]([H:31])([H:32])[H:33])[H:30]
1136,497,[C:11]([C:12](=[O:13])[C-:14]([N+:15]#[C:16][C:17]1=[C:18]([H:29])[C:19]([H:30])=[C:20]([H:31])[C:21]([H:32])=[C:22]1[H:33])[C:23]([C:24]([H:34])([H:35])[H:36])=[O:25])([H:26])([H:27])[H:28].[C:1]([O:2][C:3](=[O:4])[C:5]#[C:6][C:7](=[O:8])[O:9][C:10]([H:40])([H:41])[H:42])([H:37])([H:38])[H:39]>>[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[O:9][C:10]([H:40])([H:41])[H:42])[C:14]([C:12]([C:11]([H:26])([H:27])[H:28])=[O:13])([C:23]([C:24]([H:34])([H:35])[H:36])=[O:25])[N:15]=[C:16]1[C:17]1=[C:18]([H:29])[C:19]([H:30])=[C:20]([H:31])[C:21]([H:32])=[C:22]1[H:33])([H:37])([H:38])[H:39]
1137,498,[C:18]([C:19]([C:20]([H:28])([H:29])[H:30])=[N+:21]([N-:22][C:23]#[N:24])[H:31])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:35])([H:36])[H:37])[C:10]#[C:11][C:12]([C:13]([H:39])([H:40])[H:41])([H:38])[C:14]([H:42])([H:43])[C:15]([H:44])([H:45])[C:16]([H:46])([H:47])[C:17]1([H:48])[H:49])([H:32])([H:33])[H:34]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:35])([H:36])[H:37])[C:10]2=[C:11]([C:12]([C:13]([H:39])([H:40])[H:41])([H:38])[C:14]([H:42])([H:43])[C:15]([H:44])([H:45])[C:16]([H:46])([H:47])[C:17]1([H:48])[H:49])[N:22]([C:23]#[N:24])[N:21]([H:31])[C:19]2([C:18]([H:25])([H:26])[H:27])[C:20]([H:28])([H:29])[H:30])([H:32])([H:33])[H:34]
1138,498,[C:18]([C:19]([C:20]([H:28])([H:29])[H:30])=[N+:21]([N-:22][C:23]#[N:24])[H:31])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:35])([H:36])[H:37])[C:10]#[C:11][C:12]([C:13]([H:39])([H:40])[H:41])([H:38])[C:14]([H:42])([H:43])[C:15]([H:44])([H:45])[C:16]([H:46])([H:47])[C:17]1([H:48])[H:49])([H:32])([H:33])[H:34]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:35])([H:36])[H:37])[C:10]2=[C:11]([C:12]([C:13]([H:39])([H:40])[H:41])([H:38])[C:14]([H:42])([H:43])[C:15]([H:44])([H:45])[C:16]([H:46])([H:47])[C:17]1([H:48])[H:49])[C:19]([C:18]([H:25])([H:26])[H:27])([C:20]([H:28])([H:29])[H:30])[N:21]([H:31])[N:22]2[C:23]#[N:24])([H:32])([H:33])[H:34]
1139,499,[C:10]([N:11]([C:12](=[O:13])[C:14]1=[O+:23][C-:18]([C:19](=[O:20])[N:21]([C:22]([H:29])([H:30])[H:31])[H:28])[C:16](=[O:17])[O:15]1)[H:27])([H:24])([H:25])[H:26].[F:1][C:2]1=[C:3]([Cl:4])[C:5]2([H:32])[C:6]([H:33])([H:34])[C:7]([H:35])([H:36])[C:8]1([H:37])[C:9]2([H:38])[H:39]>>[F:1][C:2]12[C:3]([Cl:4])([C:5]3([H:32])[C:6]([H:33])([H:34])[C:7]([H:35])([H:36])[C:8]1([H:37])[C:9]3([H:38])[H:39])[C:18]1([C:19](=[O:20])[N:21]([C:22]([H:29])([H:30])[H:31])[H:28])[C:16](=[O:17])[O:15][C:14]2([C:12]([N:11]([C:10]([H:24])([H:25])[H:26])[H:27])=[O:13])[O:23]1
1140,499,[C:10]([N:11]([C:12](=[O:13])[C:14]1=[O+:23][C-:18]([C:19](=[O:20])[N:21]([C:22]([H:29])([H:30])[H:31])[H:28])[C:16](=[O:17])[O:15]1)[H:27])([H:24])([H:25])[H:26].[F:1][C:2]1=[C:3]([Cl:4])[C:5]2([H:32])[C:6]([H:33])([H:34])[C:7]([H:35])([H:36])[C:8]1([H:37])[C:9]2([H:38])[H:39]>>[F:1][C:2]12[C:3]([Cl:4])([C:5]3([H:32])[C:6]([H:33])([H:34])[C:7]([H:35])([H:36])[C:8]1([H:37])[C:9]3([H:38])[H:39])[C:14]1([C:12]([N:11]([C:10]([H:24])([H:25])[H:26])[H:27])=[O:13])[O:15][C:16](=[O:17])[C:18]2([C:19](=[O:20])[N:21]([C:22]([H:29])([H:30])[H:31])[H:28])[O:23]1
1141,500,[Br:1][C:2]#[C:3][C:4]1=[C:5]([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]([H:26])=[C:9]1[H:27].[C:10]([C:11](=[O:12])[C:13]([C:14]#[N:15])=[O+:16][C-:17]([C:18]#[N:19])[C:20]([C:21]([H:31])([H:32])[H:33])=[O:22])([H:28])([H:29])[H:30]>>[Br:1][C:2]1=[C:3]([C:4]2=[C:5]([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]([H:26])=[C:9]2[H:27])[C:17]([C:18]#[N:19])([C:20]([C:21]([H:31])([H:32])[H:33])=[O:22])[O:16][C:13]1([C:11]([C:10]([H:28])([H:29])[H:30])=[O:12])[C:14]#[N:15]
1142,501,[C:14]([N:15]([C:16](=[O:17])[N-:18][N+:19]#[C:20][C:21](=[O:22])[O:23][C:24]([H:29])([H:30])[H:31])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][C:8]([H:35])([H:36])[H:37])[C:9]2([H:38])[C:10]([H:39])([H:40])[C:11]([H:41])([H:42])[C:12]1([H:43])[C:13]2([H:44])[H:45])([H:32])([H:33])[H:34]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([O:7][C:8]([H:35])([H:36])[H:37])([C:9]3([H:38])[C:10]([H:39])([H:40])[C:11]([H:41])([H:42])[C:12]1([H:43])[C:13]3([H:44])[H:45])[C:20]([C:21](=[O:22])[O:23][C:24]([H:29])([H:30])[H:31])=[N:19][N:18]2[C:16]([N:15]([C:14]([H:25])([H:26])[H:27])[H:28])=[O:17])([H:32])([H:33])[H:34]
1143,501,[C:14]([N:15]([C:16](=[O:17])[N-:18][N+:19]#[C:20][C:21](=[O:22])[O:23][C:24]([H:29])([H:30])[H:31])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][C:8]([H:35])([H:36])[H:37])[C:9]2([H:38])[C:10]([H:39])([H:40])[C:11]([H:41])([H:42])[C:12]1([H:43])[C:13]2([H:44])[H:45])([H:32])([H:33])[H:34]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([O:7][C:8]([H:35])([H:36])[H:37])([C:9]3([H:38])[C:10]([H:39])([H:40])[C:11]([H:41])([H:42])[C:12]1([H:43])[C:13]3([H:44])[H:45])[N:18]([C:16]([N:15]([C:14]([H:25])([H:26])[H:27])[H:28])=[O:17])[N:19]=[C:20]2[C:21](=[O:22])[O:23][C:24]([H:29])([H:30])[H:31])([H:32])([H:33])[H:34]
1144,502,[C:1](#[C:2][C:3](=[O:4])[N:5]([C:6]([H:43])([H:44])[H:45])[H:42])[H:41].[C:7]([N:8]([C:9](=[O:10])[C:11]([C:12]([C:13]([H:29])([H:30])[H:31])=[O:14])=[N+:15]([C:16]([H:32])([H:33])[H:34])[C-:17]([C:18]([C:19]([H:35])([H:36])[H:37])=[O:20])[C:21](=[O:22])[O:23][C:24]([H:38])([H:39])[H:40])[H:28])([H:25])([H:26])[H:27]>>[C:1]1([H:41])=[C:2]([C:3](=[O:4])[N:5]([C:6]([H:43])([H:44])[H:45])[H:42])[C:11]([C:9]([N:8]([C:7]([H:25])([H:26])[H:27])[H:28])=[O:10])([C:12]([C:13]([H:29])([H:30])[H:31])=[O:14])[N:15]([C:16]([H:32])([H:33])[H:34])[C:17]1([C:18]([C:19]([H:35])([H:36])[H:37])=[O:20])[C:21](=[O:22])[O:23][C:24]([H:38])([H:39])[H:40]
1145,502,[C:1](#[C:2][C:3](=[O:4])[N:5]([C:6]([H:43])([H:44])[H:45])[H:42])[H:41].[C:7]([N:8]([C:9](=[O:10])[C:11]([C:12]([C:13]([H:29])([H:30])[H:31])=[O:14])=[N+:15]([C:16]([H:32])([H:33])[H:34])[C-:17]([C:18]([C:19]([H:35])([H:36])[H:37])=[O:20])[C:21](=[O:22])[O:23][C:24]([H:38])([H:39])[H:40])[H:28])([H:25])([H:26])[H:27]>>[C:1]1([H:41])=[C:2]([C:3](=[O:4])[N:5]([C:6]([H:43])([H:44])[H:45])[H:42])[C:17]([C:18]([C:19]([H:35])([H:36])[H:37])=[O:20])([C:21](=[O:22])[O:23][C:24]([H:38])([H:39])[H:40])[N:15]([C:16]([H:32])([H:33])[H:34])[C:11]1([C:9]([N:8]([C:7]([H:25])([H:26])[H:27])[H:28])=[O:10])[C:12]([C:13]([H:29])([H:30])[H:31])=[O:14]
1146,503,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15]#[N:16])=[O+:17][C-:18]([C:19]1=[C:20]([H:30])[C:21]([H:31])=[C:22]([H:32])[C:23]([H:33])=[C:24]1[H:34])[H:29])[H:28])([H:25])([H:26])[H:27].[F:1][C:2]1=[C:3]([Cl:4])[C:5]2([H:35])[C:6]([H:36])=[C:7]([H:37])[C:8]1([H:38])[O:9]2>>[F:1][C:2]1=[C:3]([Cl:4])[C:5]2([H:35])[C:6]3([H:36])[C:7]([H:37])([C:8]1([H:38])[O:9]2)[C:18]([C:19]1=[C:20]([H:30])[C:21]([H:31])=[C:22]([H:32])[C:23]([H:33])=[C:24]1[H:34])([H:29])[O:17][C:14]3([C:12]([N:11]([C:10]([H:25])([H:26])[H:27])[H:28])=[O:13])[C:15]#[N:16]
