Rind,reaction,idx,code
MR_134603_0,[C:1]([C:6](/[C:2]([O:7][H:9])=[N:8]/[N:4]([H:10])[H:11])([C-:3]=[N+:5]([H:12])[H:13])[H:14])([H:15])([H:16])[H:17]>>[C:1](/[C:6](=[C:3]([C:2](\[O:7][H:9])=[N:8]\[N:4]([H:10])[H:11])/[N:5]([H:12])[H:13])[H:14])([H:15])([H:16])[H:17],562,518
MR_134680_2,[C:1]([C:2]([O:8][H:10])([H:14])[H:15])([C:4]([H:19])([H:20])[H:21])([N:5]=[C:7]=[O:9])[H:13].[C:3]([N:6]([H:11])[H:12])([H:16])([H:17])[H:18]>>[C:1]([C:2]([O:8][H:10])([H:14])[H:15])([C:4]([H:19])([H:20])[H:21])([N:5]([C:7]([N:6]([C:3]([H:16])([H:17])[H:18])[H:12])=[O:9])[H:11])[H:13],563,519
MR_134693_0,[C:1]([C:4](=[N+:6]([H:12])[H:13])[N:7]([N-:2][H:9])/[C:3]([N:5]([H:10])[H:11])=[N:8]/[H:14])([H:15])([H:16])[H:17]>>[C:1](/[C:4]([N:6]([H:12])[H:13])=[N:7]/[N:2](/[C:3]([N:5]([H:10])[H:11])=[N:8]/[H:14])[H:9])([H:15])([H:16])[H:17],564,520
MR_134739_0,[C:1](=[C:2](\[N+:7](/[C:3]([N:4]([H:12])[H:13])=[N:8]\[H:14])=[C:5]([H:15])[H:16])[O-:9])(\[O:6][H:10])[H:11]>>[C:1]([C:2]([N:7]=[C:5]([H:15])[H:16])=[O:9])(/[C:3]([N:4]([H:12])[H:13])=[N:8]\[H:14])([O:6][H:10])[H:11],565,521
MR_134811_1,[C:1]1([H:8])([H:9])/[C:3](=[N:6]\[H:7])[N:5]1[C:4]([C:2]([H:12])([H:13])[H:14])([H:10])[H:11]>>[C:1](/[C:3](=[N:6]/[H:7])[H:11])(/[N:5]=[C:4](/[C:2]([H:12])([H:13])[H:14])[H:10])([H:8])[H:9],566,522
MR_134812_1,[C:1](/[C:3](=[N+:4](\[N-:2][H:5])[C@@:11]([C:12](=[C:13]([H:18])[H:19])[H:17])([N:14]([H:6])[H:15])[H:16])[H:7])([H:8])([H:9])[H:10]>>[C:11](\[C:12](=[C:13]([H:18])[H:19])[H:17])(=[N:14]/[H:15])[H:16].[C:1](/[C:3](=[N:4]\[N:2]([H:5])[H:6])[H:7])([H:8])([H:9])[H:10],567,523
MR_134830_1,[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([H:10])([H:11])[H:15])=[O:5].[C:4](#[C:6][O:7][H:8])[H:9]>>[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([H:10])([H:11])[H:15])([C:4](=[C:6]=[O:7])[H:9])[O:5][H:8],568,524
MR_134832_1,[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([H:10])([H:11])[H:15])([C:4](=[C:6]=[O:7])[H:9])[O:5][H:8]>>[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([H:10])([H:11])[H:15])=[C:4]([C:6]([O:5][H:8])=[O:7])[H:9],569,525
MR_134838_1,[C:1](=[C:6](\[C:4]([H:17])([H:18])[H:19])[O-:8])(\[O+:7]=[C:2]([H:12])[H:13])[H:11].[C:3]([N:5]([H:9])[H:10])([H:14])([H:15])[H:16]>>[C:1]([C:6]([C:4]([H:17])([H:18])[H:19])=[O:8])([O:7][C:2]([N:5]([C:3]([H:14])([H:15])[H:16])[H:9])([H:12])[H:13])([H:10])[H:11],570,526
MR_134874_0,[C-:1]([C:4]([H:15])([H:16])[H:17])([C:5]([H:18])([H:19])[H:20])/[N+:8](=[C:2](\[C:6]([H:21])([H:22])[H:23])[O:9][H:10])[H:11].[C:3]([C:7]([H:24])([H:25])[H:26])([H:12])([H:13])[H:14]>>[C:1]([C:3]([C:7]([H:24])([H:25])[H:26])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])([C:5]([H:18])([H:19])[H:20])[N:8]([C:2]([C:6]([H:21])([H:22])[H:23])([O:9][H:10])[H:12])[H:11],571,527
MR_134911_2,[C@@:1]([C:4]([H:19])([H:20])[H:21])([N+:5]([C:2]([H:13])([H:14])[H:15])([C:3]([H:16])([H:17])[H:18])[N-:7][H:11])(/[C:6](=[N:8]\[H:12])[H:10])[H:9]>>[C:1]([C:4]([H:19])([H:20])[H:21])([N:5]([C:2]([H:13])([H:14])[H:15])[C:3]([H:16])([H:17])[H:18])(/[C:6]([N:7]([H:10])[H:11])=[N:8]\[H:12])[H:9],572,528
MR_134981_1,[C:1]1([O:6][H:7])([H:9])[C:3]([H:12])([H:13])[C:2]([H:10])([H:11])[N:4]([H:8])[O:5]1>>[C:1]([C:3]([C:2]([N:4]([O:5][H:7])[H:8])([H:10])[H:11])([H:12])[H:13])(=[O:6])[H:9],573,529
MR_135161_1,[C:1]([N:3](/[C:6](=[C:4](\[C:2]([H:15])([H:16])[H:17])[N:5]([H:9])[H:10])[H:11])[O:7][H:8])([H:12])([H:13])[H:14]>>[C:1]([N:3][C:6]([C@:4]([C:2]([H:15])([H:16])[H:17])([N:5]([H:9])[H:10])[O:7][H:8])[H:11])([H:12])([H:13])[H:14],574,530
MR_135176_0,[C-:1]([C:4]([H:15])([H:16])[H:19])([C:5]([H:17])([H:18])[H:20])[O+:9]=[C:2]([C:6]([H:21])([H:22])[H:24])[C:7]([H:23])([H:25])[H:26].[C:3]([N:8]([H:11])[H:12])([H:10])([H:13])[H:14]>>[C:1]([C:4]([H:15])([H:16])[H:19])([C:5]([H:17])([H:18])[H:20])([O:9][C:2]([C:3]([N:8]([H:11])[H:12])([H:13])[H:14])([C:6]([H:21])([H:22])[H:24])[C:7]([H:23])([H:25])[H:26])[H:10],575,531
MR_135230_1,[C@:1]1([N:7]([H:11])[H:12])([H:10])[C:2]([H:13])([H:14])[N-:4][N+:5]([H:9])=[C:6]([C:3]([H:15])([H:16])[H:17])[O:8]1>>[C:1]1([N:7]([H:11])[H:12])([H:10])[C:2]([H:13])([H:14])[N:4]1[N:5]([C:6]([C:3]([H:15])([H:16])[H:17])=[O:8])[H:9],576,532
MR_135282_1,[C:1]([C:2]([H:7])([H:9])[H:10])(=[C:3]([H:11])[H:12])[H:6].[H:8][O:17][C:14](=[N:13][N:15]([H:20])[H:21])[O:16][H:18].[O:4]([H:5])[H:19]>>[C:1]([C:2]([H:7])([H:9])[H:10])([C:3]([H:8])([H:11])[H:12])([O:4][H:5])[H:6].[N:13]([C:14]([O:16][H:18])=[O:17])([N:15]([H:20])[H:21])[H:19],577,533
MR_135478_0,[C:1]([C:2]([H:13])([H:15])[H:16])([C:3]([H:14])([H:17])[H:18])([C:5]([C:7]([C:4]([H:19])([H:20])[H:21])(/[C-:6]=[O+:8]\[H:10])[H:12])=[O:9])[H:11]>>[C:1]([C:2]([H:13])([H:15])[H:16])([C:3]([H:14])([H:17])[H:18])([C:5](/[C:6](=[C:7](\[C:4]([H:19])([H:20])[H:21])[H:12])[O:8][H:10])=[O:9])[H:11],578,534
MR_13547_0,[C:1](=[N:4][H:10])([H:11])[H:12].[C:2](=[C:3]=[C:5]([H:13])[H:14])=[O:7].[O:6]([H:8])[H:9]>>[C:1]([C:3]([C:2]([O:6][H:8])=[O:7])=[C:5]([H:13])[H:14])([N:4]([H:9])[H:10])([H:11])[H:12],579,535
MR_135655_0,[C-:1](/[O+:5]=[N:4]/[H:7])([H:10])[H:11].[C:2](/[C:3](=[N:6]\[H:9])[H:8])([H:12])([H:13])[H:14]>>[C:1](/[C:3]([C:2]([H:12])([H:13])[H:14])=[N:6]/[H:9])([O:5][N:4]([H:7])[H:8])([H:10])[H:11],580,536
MR_135864_0,[C:12](=[C:13]([H:16])[H:17])=[O+:14][O-:15].[C:1]([C:2]([H:7])([H:8])[H:9])([C:3]([H:6])([H:10])[H:11])([H:4])[H:5]>>[C:12]1(=[C:13]([H:16])[H:17])[O:14][O:15]1.[C:1]([C:2]([H:7])([H:8])[H:9])([C:3]([H:6])([H:10])[H:11])([H:4])[H:5],581,537
MR_135873_2,[C:1]([C:5]([C:2]([H:14])([H:15])[H:17])=[C:4]([N:6]([H:9])[H:10])/[N+:8](=[C-:7]\[C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:16]>>[C:1]([C:5]([C:2]([H:14])([H:15])[H:17])=[C:4]([N:6]([H:9])[H:10])/[N:8]=[C:7](\[C:3]([H:18])([H:19])[H:20])[H:11])([H:12])([H:13])[H:16],582,538
MR_136050_0,[C:1]([O:5][N:3]([C:2]([H:11])([H:12])[H:13])[N:4]([H:6])[H:7])([H:8])([H:9])[H:10]>>[C:1]([O:5][H:13])([H:8])([H:9])[H:10].[C:2](=[N:3][N:4]([H:6])[H:7])([H:11])[H:12],583,539
MR_40579_0,[C:1]([O:5][N:3]([C:2]([H:11])([H:12])[H:13])[N:4]([H:6])[H:7])([H:8])([H:9])[H:10]>>[C:1]([O:5][H:7])([H:8])([H:9])[H:10].[C:2](/[N:3]=[N:4]/[H:6])([H:11])([H:12])[H:13],584,539
MR_136157_2,[C:1]([N:2]([N:5]([H:9])[H:10])[H:8])([H:14])([H:15])[H:16].[N:3](=[C:4]=[N:7][H:13])[N:6]([H:11])[H:12]>>[C:1]([N:2](/[C:4]([N:3]([N:6]([H:11])[H:12])[H:8])=[N:7]\[H:13])[N:5]([H:9])[H:10])([H:14])([H:15])[H:16],585,540
MR_136158_2,[C:1]([N@@+:2](/[C:4]([N-:3][N:6]([H:11])[H:12])=[N:7]/[H:13])([N:5]([H:9])[H:10])[H:8])([H:14])([H:15])[H:16]>>[C:1]([N:2](/[C:4]([N:3]([N:6]([H:11])[H:12])[H:8])=[N:7]/[H:13])[N:5]([H:9])[H:10])([H:14])([H:15])[H:16],586,541
MR_136184_0,[N:1](=[N:6]/[C-:4]=[N+:5]([H:10])[H:11])\[H:8].[N:2](=[C:3]=[O:7])[H:9]>>[n:1]1([H:8])[c:3](=[O:7])[n:2]([H:9])[c:4]([N:5]([H:10])[H:11])[n:6]1,587,542
MR_136216_0,[C:1]1([O:8][H:9])([H:11])[C:2]([H:14])([H:15])[C:7]1(/[C:6](=[N:5]/[H:13])[H:16])[H:17].[C:3]([N:4]([H:10])[H:12])([H:18])([H:19])[H:20]>>[C:1]([C:2](/[C:7](=[C:6](\[N:5]([H:12])[H:13])[H:16])[H:17])([H:14])[H:15])([N:4]([C:3]([H:18])([H:19])[H:20])[H:10])([O:8][H:9])[H:11],588,543
MR_136216_2,[C:1]1([O:8][H:9])([H:11])[C:2]([H:14])([H:15])[C:7]1(/[C:6](=[N:5]/[H:13])[H:16])[H:17].[C:3]([N:4]([H:10])[H:12])([H:18])([H:19])[H:20]>>[C:1]([C:2](/[C:7](=[C:6](\[N:5]([H:12])[H:13])[H:16])[H:17])([H:14])[H:15])([N:4]([C:3]([H:18])([H:19])[H:20])[H:10])([O:8][H:9])[H:11],589,543
MR_13621_0,[C:1]1([C:3]([H:10])([H:11])[H:12])([H:8])[C:2]([C:4]([H:13])([H:14])[H:15])([H:9])[C:5](=[O:7])[O:6]1>>[C:1](=[C:2](\[C:4]([H:13])([H:14])[H:15])[H:9])(\[C:3]([H:10])([H:11])[H:12])[H:8].[C:5](=[O:6])=[O:7],590,544
MR_136327_2,[C:1]([N@+:2]1([C:3](=[C:5]([H:13])[H:14])[H:7])[C:4]([H:11])([H:12])[N-:6]1)([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3](=[C:5]([H:13])[H:14])[H:7])[N:6]=[C:4]([H:11])[H:12])([H:8])([H:9])[H:10],591,545
MR_136330_1,[C:1]([N:2](/[C:4](=[C:5](/[N:3]([H:8])[H:9])[H:11])[H:10])[N:7]=[C:6]([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:1](/[N:2]=[C:4](\[C:5]([N:3]([H:8])[H:9])([H:11])[H:16])[H:10])([H:12])([H:13])[H:14].[C:6](#[N:7])[H:15],592,546
MR_136458_2,[C:1]([O:4][H:15])([H:7])([H:8])[H:9].[C:2](=[C:3]=[N:5][H:6])([H:10])[H:12].[H:11][O:14][C:13]([H:16])([H:17])[H:18]>>[C:13]([O:14][H:15])([H:16])([H:17])[H:18].[C:1]([O:4]/[C:3]([C:2]([H:10])([H:11])[H:12])=[N:5]\[H:6])([H:7])([H:8])[H:9],593,547
MR_136486_0,[C:1]([N:3](/[N:5]=[N:7]\[H:8])/[N:6]=[C:4](\[C:2]([H:13])([H:14])[H:15])[H:9])([H:10])([H:11])[H:12]>>[C:1]([N:3](/[N:6]=[C:4](\[C:2]([H:13])([H:14])[H:15])[H:9])[H:8])([H:10])([H:11])[H:12].[N:5]#[N:7],594,548
MR_136503_0,[C:1](=[N:3][C:5]([N:6]([H:10])[H:11])=[O:7])([H:12])[H:13].[C:2]([N:4]([H:8])[H:9])([H:14])([H:15])[H:16]>>[C:1]([N:3]([C:5]([N:6]([H:10])[H:11])=[O:7])[H:8])([N:4]([C:2]([H:14])([H:15])[H:16])[H:9])([H:12])[H:13],595,549
MR_136515_2,[C:16](/[C:19](=[C:18](\[N:17]([H:20])[H:21])[H:22])[H:23])([H:24])([H:25])[H:26].[C:1]([N+:3]([C:2]([H:12])([H:13])[H:15])(/[C:4]([N-:5][H:7])=[N:6]/[H:9])[H:8])([H:10])([H:11])[H:14]>>[C:16](/[C:19](=[C:18](\[N:17]([H:20])[H:21])[H:22])[H:23])([H:24])([H:25])[H:26].[C:1]([N:3]([C:2]([H:12])([H:13])[H:15])/[C:4]([N:5]([H:7])[H:8])=[N:6]/[H:9])([H:10])([H:11])[H:14],596,550
MR_136523_2,[C:16]([C:17](=[C:18]([H:23])[H:24])[H:19])([H:20])([H:21])[H:22].[C:1]([N+:3]([C:2]([H:12])([H:13])[H:15])(/[C:4]([N-:5][H:7])=[N:6]/[H:9])[H:8])([H:10])([H:11])[H:14]>>[C:16]([C:17](=[C:18]([H:23])[H:24])[H:19])([H:20])([H:21])[H:22].[C:1]([N:3]([C:2]([H:12])([H:13])[H:15])/[C:4]([N:5]([H:7])[H:8])=[N:6]/[H:9])([H:10])([H:11])[H:14],597,551
MR_136538_0,[C:1]([C@@:6]1([H:13])[C:5]([H:12])=[N+:2]([H:8])[C-:3]([N:4]([H:9])[H:10])[N:7]1[H:11])([H:14])([H:15])[H:16]>>[C:1](/[C:6](=[C:5](\[N:2](/[C:3]([N:4]([H:9])[H:10])=[N:7]/[H:11])[H:8])[H:12])[H:13])([H:14])([H:15])[H:16],598,552
MR_136567_0,[N-:1](/[C:3]([N+:2]([N:4]([H:10])[H:11])([H:8])[H:9])=[N:6]\[H:12])[O:5][H:7]>>[N:1](/[C:3]([N:2]([N:4]([H:10])[H:11])[H:9])=[N:6]\[H:12])([O:5][H:7])[H:8],599,553
MR_136615_1,[C:1]([C:3]([N:2]([N:5]([H:10])[H:11])[O:8][H:9])=[C:4]([N:6]([H:12])[H:13])[N:7]([H:14])[H:15])([H:16])([H:17])[H:18]>>[C:1]([C:3](=[N:2]/[N:5]([H:10])[H:11])/[C:4]([N:6]([H:12])[H:13])=[N:7]/[H:15])([H:16])([H:17])[H:18].[O:8]([H:9])[H:14],600,554
MR_136620_0,[N:1]([C:2]([C:4](=[C:6]([H:14])[H:15])[H:11])=[C:5]([H:12])[H:13])([N:3]([H:9])[H:10])[O:7][H:8]>>[C:4](=[C:6]([H:14])[H:15])([O:7][H:8])[H:11].[N:1](=[C:2]=[C:5]([H:12])[H:13])[N:3]([H:9])[H:10],601,555
MR_136627_2,[C:1](/[C:4](=[N:2]\[O:6][H:9])[C:3]([N:5]([H:10])[H:11])=[N+:8]=[N-:7])([H:12])([H:13])[H:14]>>[C:1]([c:4]1[n:2]([O:6][H:9])[n:7][n:8][c:3]1[N:5]([H:10])[H:11])([H:12])([H:13])[H:14],602,556
MR_136637_0,[C:11](/[N:14]=[C:13](/[C:12]([H:19])([H:20])[H:21])[H:15])([H:16])([H:17])[H:18].[C:1]([N:2]([O:3][H:6])/[N:4]=[N:5]\[H:7])([H:8])([H:9])[H:10]>>[C:11](/[N:14]=[C:13](/[C:12]([H:19])([H:20])[H:21])[H:15])([H:16])([H:17])[H:18].[C:1]([N:2]([O:3][H:6])[H:7])([H:8])([H:9])[H:10].[N:4]#[N:5],603,557
MR_136760_1,[C:1]12([O:6][H:8])[C:3]([H:10])([C:2]([O:7][H:9])=[C:4]1[H:11])[O:5]2>>[c:1]1([O:6][H:8])[c:4]([H:11])[c:2]([O:7][H:9])[c:3]([H:10])[o:5]1,604,558
MR_136846_0,[C:1]([C:2]([H:10])([H:11])[H:12])([O:5][H:8])=[O:6].[O:3]([O:4][H:9])[H:7]>>[C:1]([C:2]([H:10])([H:11])[H:12])([O:4][O:3][H:7])([O:5][H:8])[O:6][H:9],605,559
MR_136916_1,[C:1]([C:2]([N:3]([H:7])[H:8])([N:5]([O:4][H:6])[H:20])[C:13]([C:14](=[C:12]([H:19])[H:21])[H:18])([O:15][H:16])[H:17])([H:9])([H:10])[H:11]>>[C:12](/[C:14](=[C:13](\[O:15][H:16])[H:17])[H:18])([H:19])([H:20])[H:21].[C:1](/[C:2]([N:3]([H:7])[H:8])=[N:5]\[O:4][H:6])([H:9])([H:10])[H:11],606,560
MR_137009_0,[C:1]([C:3]([H:12])([H:13])[H:14])(=[C:6]=[C:7]([H:18])[H:19])[H:9].[C:2](=[N+:8]=[C-:5][C:4]([H:15])([H:16])[H:17])([H:10])[H:11]>>[C:1]1([C:3]([H:12])([H:13])[H:14])([H:9])[C:5]([C:4]([H:15])([H:16])[H:17])=[N:8][C:2]([H:10])([H:11])[C:6]1=[C:7]([H:18])[H:19],607,561
MR_137351_1,[C:1]([C:4]([H:19])([H:20])[H:21])(=[O:7])[H:11].[C:2]1([H:13])([H:14])/[C:5](=[N:9]/[H:12])[C:6]1([N:8]([C:3]([H:16])([H:17])[H:18])[H:10])[H:15]>>[C:1]([C:4]([H:19])([H:20])[H:21])(/[C:5]([C:2](/[C:6](=[N:8]/[C:3]([H:16])([H:17])[H:18])[H:15])([H:13])[H:14])=[N:9]\[H:12])([O:7][H:10])[H:11],608,562
MR_137371_0,[C-:1](=[O+:2]/[H:3])\[H:5].[H:4][C:11]([C:8]([H:18])([H:19])[H:20])([C:9]([H:6])([C:7]([H:15])([H:16])[H:17])[N:10]([H:12])[H:13])[H:14]>>[C:1]([O:2][H:3])([H:4])([H:5])[H:6].[C:7](/[C:9]([N:10]([H:12])[H:13])=[C:11](/[C:8]([H:18])([H:19])[H:20])[H:14])([H:15])([H:16])[H:17],609,563
MR_137461_0,[C:1](/[C:6]([N+:5]([C:2]([H:12])([H:13])[H:14])([C:3]([H:15])([H:16])[H:17])[C:4]([H:18])([H:19])[H:20])=[N:8]/[H:9])([O-:7])([H:10])[H:11]>>[C:1](/[C:6]([N:5]([C:3]([H:15])([H:16])[H:17])[C:4]([H:18])([H:19])[H:20])=[N:8]/[H:9])([O:7][C:2]([H:12])([H:13])[H:14])([H:10])[H:11],610,564
MR_13750_0,[C:1]([N:2]=[N+:7]=[C-:5][H:10])([H:11])([H:12])[H:13].[C:3](#[C:4][H:9])[O:6][H:8]>>[C:1]([n:2]1[c:4]([H:9])[c:3]([O:6][H:8])[c:5]([H:10])[n:7]1)([H:11])([H:12])[H:13],611,565
MR_137622_1,[C:1]1([N:5]([H:10])[H:11])([H:9])[C:4]([C:2]([O:6][H:8])([H:12])[H:13])([C:3]([H:14])([H:15])[H:16])[O:7]1>>[C:1]([C:2]([O:6][H:8])([H:12])[H:13])([C:4]([C:3]([H:14])([H:15])[H:16])=[O:7])([N:5]([H:10])[H:11])[H:9],612,566
MR_137837_0,[C:1]([C:4]1(/[C-:3]=[O+:2]\[H:5])[C:10]([C:9]([H:13])([H:14])[H:15])([H:12])[C:11]1([H:16])[H:17])([H:6])([H:7])[H:8]>>[C:1]([C:4]#[C:3][O:2][H:5])([H:6])([H:7])[H:8].[C:9]([C:10](=[C:11]([H:16])[H:17])[H:12])([H:13])([H:14])[H:15],613,567
MR_137856_0,[C:1]1([C:3]([H:9])([H:10])[H:11])([N+:6]#[C-:5])[C:2]([H:7])([H:8])[O:4]1>>[C:1]1([C:3]([H:9])([H:10])[H:11])([C:5]#[N:6])[C:2]([H:7])([H:8])[O:4]1,614,568
MR_137870_0,[C@@:1]1([C:3]([H:16])([H:17])[H:18])([H:10])[N@@+:5]2([C:2]([H:13])([H:14])[H:15])[C-:7]([H:11])[C@@:8]2([H:12])[C:6]([C:4]([H:19])([H:20])[H:21])=[N:9]1>>[C:1]1([C:3]([H:16])([H:17])[H:18])([H:10])[N:5]([C:2]([H:13])([H:14])[H:15])[C:7]([H:11])=[C:8]([H:12])[C:6]([C:4]([H:19])([H:20])[H:21])=[N:9]1,615,569
MR_138172_0,[C:1]([O:2][H:3])([H:4])([H:5])[H:6].[C:7](/[C:8](=[N:10]/[H:13])[H:14])([O:9][H:12])=[O:11]>>[C:1]([O:2][C:7]([O:9][H:12])=[O:11])([H:4])([H:5])[H:6].[H:3][C:8](=[N:10][H:13])[H:14],616,570
MR_138265_1,[C:1]([n:3]1[n:2]([N:5]([H:8])[H:9])[o:6][c:4]1=[O:7])([H:10])([H:11])[H:12]>>[C:1]([N:3]=[C:4]=[O:7])([H:10])([H:11])[H:12].[N:2]([N:5]([H:8])[H:9])=[O:6],617,571
MR_138287_1,[C:1]([O:6][N:3]([N:4]([H:8])[H:9])/[N:7]=[C:5](/[C:2]([H:14])([H:15])[H:16])[H:10])([H:11])([H:12])[H:13]>>[C:1]([O:6][C:5]([C:2]([H:14])([H:15])[H:16])(/[N:7]=[N:3]/[N:4]([H:8])[H:9])[H:10])([H:11])([H:12])[H:13],618,572
MR_138293_2,[n:1]1([N:6]=[C:4]([H:9])[H:10])[n:2]([H:8])[c:3](=[O:7])[o:5]1>>[N:1](=[O:5])[N:6]=[C:4]([H:9])[H:10].[N:2](=[C:3]=[O:7])[H:8],619,573
MR_138375_0,[N:1](/[C:2]([N:4]([H:11])[H:12])=[N:6]\[N:3]([H:9])[H:10])([N:5]=[O:7])[H:8]>>[N:1](=[C:2](\[N:4]([H:11])[H:12])[N:6]([N:3]([H:9])[H:10])[N:5]=[O:7])\[H:8],620,574
MR_138375_1,[N:1](/[C:2]([N:4]([H:11])[H:12])=[N:6]\[N:3]([H:9])[H:10])([N:5]=[O:7])[H:8]>>[N:1](=[C:2](\[N:4]([H:11])[H:12])[N:6]([N:3]([H:9])[H:10])[N:5]=[O:7])\[H:8],621,574
MR_138380_0,[C:1]([N:2]([H:5])[H:14])([H:6])([H:7])[H:8].[N:3](=[O:4])[N:10](/[C:9]([N:11]([H:13])[H:16])=[N:12]\[H:17])[H:15]>>[C:1]([N:2]([N:3]=[O:4])[H:5])([H:6])([H:7])[H:8].[C:9]([N:10]([H:14])[H:15])([N:11]([H:13])[H:16])=[N:12][H:17],622,575
MR_138385_2,[C:11](=[N:13][H:18])=[N:14][H:20].[C:1]([N:2]([N:3]([H:5])[H:6])[H:19])([H:7])([H:8])[H:9].[H:4][N:10]([N:12]([H:16])[H:17])[H:15]>>[C:1]([N:2]([N:3]([H:5])[H:6])[H:4])([H:7])([H:8])[H:9].[N:10](/[C:11]([N:13]([H:18])[H:19])=[N:14]\[H:20])([N:12]([H:16])[H:17])[H:15],623,576
MR_138400_2,[C:1]([N:2]([N:3]([H:5])[H:6])[N@+:11]([H:4])([N:10]([H:13])[H:14])[O-:12])([H:7])([H:8])[H:9]>>[C:1]([N:2]([N:3]([H:5])[H:6])[H:4])([H:7])([H:8])[H:9].[N:10]([N:11]=[O:12])([H:13])[H:14],624,577
MR_13840_2,[C@:1]1([C:4]([H:15])([H:16])[H:17])([H:8])[C:2]([H:9])([H:10])[N@+:5]2([C:3]([H:12])([H:13])[H:14])[C@@:6]1([H:11])[N-:7]2>>[C:1]1([C:4]([H:15])([H:16])[H:17])([H:8])[C:2]([H:9])([H:10])[N:5]([C:3]([H:12])([H:13])[H:14])[N:7]=[C:6]1[H:11],625,578
MR_138498_1,[C:1](\[C:3]([H:15])([H:16])[H:17])(=[C:4]([C:2]([H:12])([H:13])[H:14])\[N:6]=[N:5]\[H:10])[H:9].[C:7](#[N:8])[H:11]>>[C:1]([C:3]([H:15])([H:16])[H:17])(/[C:4]([C:2]([H:12])([H:13])[H:14])=[N:6]\[N:5]([H:10])[H:11])([C:7]#[N:8])[H:9],626,579
MR_138521_1,[C:1]([C-:5]=[N+:6]=[N:2][N:3]([H:7])[H:8])([H:12])([H:13])[H:14].[N:4]([H:9])([H:10])[H:11]>>[C:1](/[C:5](=[N:6]/[N:2]([N:3]([H:7])[H:8])[N:4]([H:9])[H:10])[H:11])([H:12])([H:13])[H:14],627,580
MR_138526_0,[N:1]([N:2]([H:6])[H:7])([N:3]([H:8])[H:9])[N:5]=[C:4]([H:10])[H:11]>>[C:4](=[N:5][H:9])([H:10])[H:11].[N:1](\[N:2]([H:6])[H:7])=[N:3]\[H:8],628,581
MR_596782_0,[N:1]([N:2]([H:6])[H:7])([N:3]([H:8])[H:9])[N:5]=[C:4]([H:10])[H:11]>>[C:4](=[N:5][H:8])([H:10])[H:11].[N:1](\[N:2]([H:6])[H:7])=[N:3]/[H:9],629,581
MR_138538_2,[C:1](/[C:5](=[N:6]\[N:2]([N:3]([H:7])[H:8])[N:4]([H:9])[H:10])[H:11])([H:12])([H:13])[H:14]>>[C:1](/[C:5](=[N:6]/[H:9])[H:11])([H:12])([H:13])[H:14].[N:2](\[N:3]([H:7])[H:8])=[N:4]\[H:10],630,582
MR_138713_1,[C:1]([C:2]([H:16])([H:17])[H:18])([C:3]([H:15])([H:19])[H:20])([C:7]1([H:13])[C-:5]=[N+:4]([H:11])[C:6]([H:12])=[C:8]1[H:14])[O:9][H:10]>>[C:1]([C:2]([H:16])([H:17])[H:18])([C:3]([H:15])([H:19])[H:20])([c:5]1[n:4]([H:11])[c:6]([H:12])[c:8]([H:14])[c:7]1[H:13])[O:9][H:10],631,583
MR_138792_1,[C:1]([C@@:3]12[C:2](=[N+:4]([H:9])[H:10])[C@:5]([O-:8])([H:12])[C@:6]1([H:13])[N:7]2[H:11])([H:14])([H:15])[H:16]>>[C:1]([C:3](=[C:2](\[N:4]([H:9])[H:10])[C:5](=[O:8])[H:12])/[C:6](=[N:7]/[H:11])[H:13])([H:14])([H:15])[H:16],632,584
MR_138843_0,[N+:1](/[C:2]([N-:5][H:11])=[N:6]/[H:13])([N:3]([H:8])[H:9])([N:4]([H:7])[H:10])[H:12]>>[N:1](/[C:2]([N:5]([H:11])[H:12])=[N:6]/[H:13])([N:3]([H:8])[H:9])[N:4]([H:7])[H:10],633,585
MR_138858_0,[C:1]([O:2][H:3])([H:4])([H:5])[H:6].[C:7]([N:8]([H:13])[H:14])([N:9]([H:11])[H:12])=[N:10][H:15]>>[C:1]([O:2][C:7]([N:8]([H:13])[H:14])([N:9]([H:11])[H:12])[N:10]([H:3])[H:15])([H:4])([H:5])[H:6],634,586
MR_139116_0,[C:1]([C:2]([H:10])([H:11])[H:12])([C:3]([H:13])([H:14])[H:15])([C:4]#[N+:6][N:7]([C-:5]([H:16])[H:17])[H:9])[H:8]>>[C:1]([C:2]([H:10])([H:11])[H:12])([C:3]([H:13])([H:14])[H:15])(/[C:4](=[N:6]/[N:7]=[C:5]([H:16])[H:17])[H:9])[H:8],635,587
MR_139193_1,[C:1]([C:2]([C:4]([H:15])([H:16])[H:17])([H:10])[H:11])([C:3]([H:12])([H:13])[H:14])([N:5]([H:8])[H:9])[N:6]=[O:7]>>[C:1](\[C:3]([H:12])([H:13])[H:14])([N:5]([H:8])[H:9])=[N+:6](\[C:2]([C:4]([H:15])([H:16])[H:17])([H:10])[H:11])[O-:7],636,588
